,Gene,Counts,LogFC_Chamb,Adj.P.Val_Chamb,LogFC_Mann_,Adj.P.Val_Mann_,LogFC_Redmo,Adj.P.Val_Redmo,LogFC_Kotov,Adj.P.Val_Kotov,LogFC_Kowal,Adj.P.Val_Kowal,LogFC_Herau,Adj.P.Val_Herau,LogFC_Itoka,Adj.P.Val_Itoka,LogFC_Kim_v,Adj.P.Val_Kim_v,LogFC_Nordd,Adj.P.Val_Nordd,LogFC_Manse,Adj.P.Val_Manse,LogFC_Ali_D,Adj.P.Val_Ali_D,LogFC_Marya,Adj.P.Val_Marya,LogFC_Wahle,Adj.P.Val_Wahle,LogFC_Flach,Adj.P.Val_Flach,LogFC_Young,Adj.P.Val_Young,LogFC_Lazar,Adj.P.Val_Lazar,LogFC_Berse,Adj.P.Val_Berse,LogFC_Grove,Adj.P.Val_Grove,LogFC_Sun_G,Adj.P.Val_Sun_G,LogFC_Kong_,Adj.P.Val_Kong_,LogFC_Kirsc,Adj.P.Val_Kirsc,LogFC_Meng_,Adj.P.Val_Meng_
2659,Itk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1521760474917,0.0007272329747637
2660,Pcbd1,1,,,,,,,,,-0.3846112629,4.99895491706983e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,Gpr143,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0697522164,0.0131851301,,,,,,,,,,,,,,,,,,
2662,Ccsap,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50619992823511,0.0004122449175007,,,,
2663,Uty,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8337711395,8.47335416428819e-10,,,,,,,,
2664,Smarca5,1,4.5265503526,0.0166175193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,Shroom2,1,,,,,,,,,,,,,,,,,1.0346661073,0.0144221929,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Kcnd3,1,,,,,,,,,,,,,,,,,0.9484833023,0.0486006211,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,Dusp8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6350157378,4.91469418243555e-08,,,,,,
2668,Tmem178b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89509322298118,0.000211899701477,,,,,,,,,,,,,,
2669,Taf15,1,,,,,,,,,,,,,1.77156557405105,0.0012018787614607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,P2ry10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.034556035325,0.045589063304222,,,,,,,,,,,,,,,,
2671,Tktl1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6927038821,6.42289472744431e-09,,,,,,
2672,Nup160,1,,,,,,,,,,,,,,,,,,,-1.9832102503666,8.02669796283817e-06,,,,,,,,,,,,,,,,,,,,,,,,
2673,Gypc,1,,,,,,,,,,,,,-0.510799290642238,4.71921117192787e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,Ralgds,1,,,,,,,0.625515803993184,0.0018616428788442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,Klhl41,1,,,,,,,,,,,,,7.0349172748662,0.0015917400768401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,Zfp608,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.765540254060779,8.36782316125174e-07,,,,
2677,Chmp4b,1,1.3101439588,0.028648854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,Glt8d2,1,,,,,,,,,,,,,1.5925550521602,9.73023472037173e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,2410002F23Rik,1,,,,,,,,,,,,,,,,,0.6298984204,0.0308670916,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,Kif16b,1,,,,,,,,,,,,,,,,,0.7258770939,0.031444343,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,Abcc10,1,,,,,,,,,,,,,,,,,,,,,,,0.9859469795,0.0005743131,,,,,,,,,,,,,,,,,,,,
2682,Scrib,1,-1.152984463,0.0227263377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,Purb,1,2.594161396,0.0157205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,Heatr1,1,,,,,,,-0.919040557201104,0.0003526019941319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,Hist1h2ag,1,,,,,,,,,,,,,0.768602042664735,7.91265083882072e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,Gm16026,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7782722009,4.09061751268791e-05,,,,,,
2687,E130012A19Rik,1,,,,,,,,,,,,,0.865798234130219,0.0001265757083959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,Gm5100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.274132114,9.32192861999588e-05,,,,,,
2689,Igkv8-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7101348242,5.72364579386432e-07,,,,,,
2690,Slc25a24,1,,,,,,,,,,,,,,,,,0.7578305042,0.0379327376,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Rpa1,1,,,,,,,,,,,,,,,,,,,,,,,0.4358006972,0.0003191682,,,,,,,,,,,,,,,,,,,,
2692,Snn,1,,,,,,,,,,,,,-0.627417909980693,0.0024247972641361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,Gm4779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8022408388,4.65637787470459e-05,,,,,,
2694,Dscr3,1,-0.2595960741,0.0279327126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,Otud5,1,,,,,,,,,,,,,,,,,,,,,,,-0.9249429064,0.0034726292,,,,,,,,,,,,,,,,,,,,
2696,Nmral1,1,,,,,,,,,-0.3132038129,1.76474267098401e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,Chil1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64548401756092,0.0004115272029955,,,,
2698,Stag3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3499914084,2.09743476552364e-07,,,,,,
2699,Tlr1,1,,,,,,,,,,,,,,,,,,,,,,,-6.8956039704,0.0024633333,,,,,,,,,,,,,,,,,,,,
2700,Ddx54,1,-1.6723532118,0.028570448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,Tmem71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6784957884,0.0194459385,,,,,,,,
2702,Msl3l2,1,,,,,,,,,,,,,,,,,,,,,,,-0.9446010209,0.0001476412,,,,,,,,,,,,,,,,,,,,
2703,Gm33370,1,,,,,,,,,,,,,,,,,,,,,,,6.0807308657,0.0019481277,,,,,,,,,,,,,,,,,,,,
2704,Mxd4,1,-2.955674027,0.0082467142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,Gm25855,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1950288448,1.85991525549443e-05,,,,,,
2706,Olfr99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8760581898,0.0269786123,,,,,,,,,,
2707,Gfpt2,1,2.419624414,0.022579461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,Igf1r,1,,,,,,,,,,,,,,,,,,,,,,,-0.8550267339,2.05776504713397e-05,,,,,,,,,,,,,,,,,,,,
2709,Wnk1,1,,,,,,,,,,,,,,,,,,,,,,,-0.965758967,2.68127169501985e-05,,,,,,,,,,,,,,,,,,,,
2710,D930028M14Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.885848456,3.57359489066772e-06,,,,,,
2711,Snrpe,1,,,,,,,-0.437247260356657,0.0020090777019162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,Myo5a,1,,,,,,,,,,,,,,,,,,,,,,,-0.8190197311,0.0001715106,,,,,,,,,,,,,,,,,,,,
2713,Samd14,1,,,,,,,,,,,,,,,-1.06908497806848,0.0014416954732656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,Ap5b1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78965035601011,0.0002465769214022,,,,
2715,Tlk2,1,2.2832855175,0.0124162373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,Lmbr1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409520806,0.0043497874,,,,,,,,
2717,Etv3,1,,,,,,,,,,,,,,,,,,,-2.0614801828925,1.76627569009557e-05,,,,,,,,,,,,,,,,,,,,,,,,
2718,Pip4k2a,1,1.241646663,0.0188468131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,Gm3164,1,,,,,,,,,,,,,,,,,0.6561645263,0.0486006211,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,Insr,1,,,,,,,,,,,,,,,,,0.6596644827,0.0388493135,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,Il31ra,1,,,,,,,,,,,,,,,-1.169454207014,2.42431770609049e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,Arl5b,1,,,,,,,,,,,,,,,,,,,-2.19647030927893,5.60113314966564e-07,,,,,,,,,,,,,,,,,,,,,,,,
2723,Dnajb2,1,,,,,,,0.572470250759864,0.0011147861042772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,Nomo1,1,,,,,,,0.524742813558086,1.78935286440058e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,Rcc1l,1,,,,,,,,,,,,,,,,,,,,,,,-1.0957915982,0.0005665642,,,,,,,,,,,,,,,,,,,,
2726,Mir6381,1,,,,,,,,,,,,,,,0.920244160718366,8.02828443791821e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,Eif3j1,1,,,,,,,,,,,,,,,,,-2.300545617,0.001920659,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,Gm5111,1,,,,,,,,,-0.2632519135,0.0003915286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,Gm43058,1,,,,,,,-4.78728938417311,0.0005296882469654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,Slc22a18,1,,,,,,,,,-0.2599984834,2.49995074909463e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,Lrrn3,1,,,,,,,,,,,,,-2.0826611906189,0.0018225356871193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,Cox5b,1,-2.3401075569,0.0153179182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,Dip2a,1,,,,,,,,,,,,,,,,,,,,,,,-0.9213286459,0.0012744072,,,,,,,,,,,,,,,,,,,,
2736,Cnot2,1,-1.1030051688,0.0196017231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,Ggps1,1,-0.7969277571,0.0300100131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,Nusap1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7559958483,9.3385755393474e-05,,,,,,,,,,,,
2739,Lcat,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7969527066,9.03596849919263e-06,,,,,,
2740,Ccdc43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.743501744308339,0.0267277844505236,,,,,,,,,,,,,,,,
2741,Fam65a,1,-1.7268318125,0.0206396203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,Hist1h2ak,1,,,,,,,,,,,,,0.829681153521779,0.0014811747304921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,Nadk2,1,,,,,,,,,,,,,,,,,0.6568628984,0.0462205812,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,Slc29a3,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.9348491201,0.0216814854,,,,,,,,,,,,,,,,,,
2746,Spag4,1,,,,,,,,,,,,,1.34834785283404,0.0010275163669472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,Ramp1,1,,,,,,,,,,,-0.316135463849831,5.1109039059018e-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,Ydjc,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08662282344065,0.0004001061590382,,,,
2749,Ivns1abp,1,,,,,,,,,,,,,,,,,,,-1.20966906415197,0.0003370055020389,,,,,,,,,,,,,,,,,,,,,,,,
2750,Dnajc9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.11371413031623,6.03663649042644e-05
2751,Ncoa1,1,-1.7298367294,0.0104539544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,Tut7,1,,,,,,,,,,,,,,,,,,,-2.33164584863647,1.90475779317142e-10,,,,,,,,,,,,,,,,,,,,,,,,
2753,Fgfr1,1,,,,,,,,,,,,,,,,,,,-1.91176001884109,9.67237268119087e-06,,,,,,,,,,,,,,,,,,,,,,,,
2754,Ccdc50,1,1.6418492023,0.0189761254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,Or4f15,1,,,,,,,,,,,,,,,,,,,8.09024666882123,0.0004787795411464,,,,,,,,,,,,,,,,,,,,,,,,
2756,Thap1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.599060999516672,0.0385928511620414,,,,,,,,,,,,,,,,
2757,Sfxn1,1,,,,,,,,,,,,,0.392052443154763,0.0034491929032643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,Trim12a,1,-1.1389031708,0.0206396203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,Eps8l2,1,,,,,,,0.688097229297908,0.0005469365493171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,Tut1,1,-1.8596035316,0.0303698288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,H2ap,1,,,,,,,,,,,,,,,,,,,,,4.49002357934484,0.0002022142699285,,,,,,,,,,,,,,,,,,,,,,
2762,Pllp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7974549214,2.8828781463563e-07,,,,,,
2763,Inka1,1,,,,,,,,,,,,,,,,,,,1.55199186460859,0.0001033964518504,,,,,,,,,,,,,,,,,,,,,,,,
2764,Cep68,1,,,,,,,,,,,,,-0.57331506778647,3.335924809656e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,Gba2,1,-1.9376013329,0.0182355882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,Pank4,1,,,,,,,,,-0.3312679321,1.99321481809738e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,Akr1c12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0911643128,0.0325326691947795,,,,,,,,,,,,,,,,
2768,Trip13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50659493073739,7.83143646666559e-05,,,,
2769,Numb,1,,,,,,,,,,,,,,,,,,,-2.29426793209044,1.80865820212207e-05,,,,,,,,,,,,,,,,,,,,,,,,
2770,Rpa3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00871628741937,0.0006588121430104,,,,
2771,Gpr65,1,,,,,,,,,,,,,,,-1.39568985866178,0.0007337200991807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,Efcab4a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08922446482064,0.0008571769158236
2773,Gm4902,1,,,,,,,,,-0.2760697365,1.24577904122173e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,Gm27043,1,,,,,,,-4.981264758058,0.0004752953939632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,Cd2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4026373677,1.49073459868139e-05,,,,,,
2776,Mir22hg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5962040735,1.09175050758199e-05,,,,,,
2777,Cbx6,1,,,,,,,,,,,,,-0.526358744475133,1.85452509218956e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,Rpl11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19194936636667,0.0490130067192219,,,,,,,,,,,,,,,,
2779,Notch4,1,,,,,,,,,,,,,,,0.709947886283379,8.48036910384949e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,H2-T-ps,1,,,,,,,,,,,,,,,,,,,,,,,1.1646660485,0.0002612566,,,,,,,,,,,,,,,,,,,,
2781,Usp38,1,,,,,,,,,,,,,,,,,,,-1.96142085075149,2.23840782672711e-05,,,,,,,,,,,,,,,,,,,,,,,,
2782,Cep112it,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8350793683,4.59747688455448e-05,,,,,,
2783,Slc44a2,1,-1.0135552005,0.0262471437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,Ttc39a,1,,,,,,,,,,,,,1.27213141514736,3.24839254210251e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,Gm6878,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1394559022,6.64052161217039e-05,,,,,,,,,,,,
2786,Vps11,1,-1.5408941306,0.0206396203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,8430436N08Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2940433104,1.59102173188317e-08,,,,,,
2789,Gm26965,1,,,,,,,4.72787616967858,0.0003957723856609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,Rack1,1,,,,,,,,,,,,,,,0.14644528432382,0.0005581452502721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,Tlr2,1,,,,,,,,,,,,,-0.647500815104314,0.0031626053431594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,Tpt1,1,,,0.2529161289,0.0102240172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,Dcpp2,1,-0.4216958616,0.0188468131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,Gm44745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.038665878,7.31002477215408e-05,,,,,,
2795,Tmem202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.961957089396,0.0001604606510518
2796,Ier3ip1,1,-1.6164510059,0.0144717161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,Igflr1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.546520824491672,0.0481538581419233,,,,,,,,,,,,,,,,
2799,Nek5,1,,,,,,,,,,,,,,,,,,,,,,,-4.8391096474,0.000148858,,,,,,,,,,,,,,,,,,,,
2800,Acbd3,1,,,,,,,,,,,,,,,,,,,,,,,-0.802341318,0.0007030225,,,,,,,,,,,,,,,,,,,,
2801,2810040C05Rik,1,-2.2171042153,0.0286554848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,Mapk14,1,,,,,,,,,,,,,-0.40555720298531,0.0007412510200542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,Eef2,1,,,0.3390188743,1.71058181343685e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,Adap1,1,,,,,,,,,,,,,-0.547080734930262,0.0009200664638276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,Apc2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6631745664,5.66681088911121e-05,,,,,,
2806,Ccn1,1,,,,,,,,,,,,,,,,,,,,,4.71917680077688,1.5132508375192702e-09,,,,,,,,,,,,,,,,,,,,,,
2807,Gm49373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3308570732,4.6403588518629e-06,,,,,,
2808,Gm20559,1,-1.5681172628,0.0229084778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,Msr1,1,,,,,,,,,,,,,,,,,,,,,,,-7.0817048184,1.90857133070332e-07,,,,,,,,,,,,,,,,,,,,
2811,Lurap1,1,,,,,,,1.01911512408801,1.69690366529821e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,AW011738,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.8324488014,0.0460415805,,,,,,,,,,,,,,,,,,
2813,Upp1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04092369250332,3.13981568596086e-05,,,,
2814,Atf7,1,,,,,,,,,0.3039418545,6.02100225269341e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,Gm43904,1,,,,,,,,,,,,,,,,,,,,,,,1.2121805654,0.0018256653,,,,,,,,,,,,,,,,,,,,
2816,Ube2f,1,0.7488521626,0.0178831383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,Ighv5-2,1,,,,,,,-11.4954327241994,2.35030123830306e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,Il1f9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94655294666676,0.0008080288613239,,,,
2819,Cramp1l,1,-2.2772992148,0.012457772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,Ercc6l2,1,,,,,,,,,,,,,,,,,0.6106867122,0.0465719519,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,AW209491,1,-1.2916235301,0.0188468131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,Ptp4a1,1,,,,,,,,,,,,,-0.586561193032443,0.0007284360244705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,Slc38a6,1,,,,,,,0.596161490340801,2.67497738997707e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,Noct,1,,,,,,,0.768847558850214,5.74456578036489e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,Gm16758,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0102324734,5.24326459046457e-12,,,,,,
2826,Hdgfrp2,1,-1.7273857244,0.0157205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,Smagp,1,,,,,1.21449076649719,0.0002389059124259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,Sp1,1,-0.598400745,0.0217471316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,Gimap1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71231529788828,0.0001909627811777,,,,
2830,Spryd4,1,,,,,,,,,-0.3430335037,1.50817103704466e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,Stt3b,1,,,,,,,,,,,,,,,,,,,-1.29435873954992,0.0003947258517804,,,,,,,,,,,,,,,,,,,,,,,,
2832,Slc18b1,1,,,,,,,1.45634670028112,0.0002994057602079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,Usp13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7206494549,3.93593600831565e-07,,,,,,
2834,Ly75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46059057833029,1.89237344897784e-06,,,,
2835,Col6a3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.975493579,1.17845494425123e-07,,,,,,
2836,Cobl,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4558524044,0.0342057764,,,,,,,,,,
2837,Zfp947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3136480453854,0.0001922134922594,,,,
2838,Ighv5-12,1,,,,,,,8.64753396146555,1.8358363144912e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,Aff2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9245135043,6.23880318708991e-08,,,,,,
2840,Cct2,1,0.5410653425,0.0187281198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,Tspan5,1,,,,,,,,,,,,,,,,,,,,,,,-1.0576630449,0.003342188,,,,,,,,,,,,,,,,,,,,
2843,Cdc42,1,,,,,,,,,,,,,,,,,,,,,,,0.3875114742,0.0001018009,,,,,,,,,,,,,,,,,,,,
2844,Ighv1-55,1,,,,,,,7.31948971569328,3.4332198198952e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,Slc22a15,1,,,,,,,,,,,,,,,,,,,,,,,-1.1397195048,0.0005692897,,,,,,,,,,,,,,,,,,,,
2846,Zbp1,1,,,,,1.57235125145203,0.0002683862209154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2310009B15Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24385964726742,0.0002657956739832,,,,
2848,B230206I08Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6353605742,2.1193404009321e-17,,,,,,
2849,Zfp622,1,,,,,,,,,,,,,,,,,,,-1.44845064253839,0.0003417205508128,,,,,,,,,,,,,,,,,,,,,,,,
2850,Cd24a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697907343139545,1.9618470563479e-05,,,,
2851,Rpl36-ps2,1,,,,,0.602633666329398,0.0001518001848235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,Gng5,1,-0.7939115813,0.0283778045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,Gclc,1,,,,,,,,,,,,,,,,,,,-1.84157406410399,0.0002884316721793,,,,,,,,,,,,,,,,,,,,,,,,
2854,Phf11a,1,,,,,,,3.49640025086227,0.0016549724336848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,Mboat1,1,,,,,,,,,,,,,0.585988214253242,0.0020448177538985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,Zbtb11,1,,,,,,,,,,,,,,,,,,,-1.89340357539047,1.83468214391899e-05,,,,,,,,,,,,,,,,,,,,,,,,
2857,Cnr1,1,,,,,,,,,,,,,,,,,,,,,,,-4.9176808655,3.66162283186034e-07,,,,,,,,,,,,,,,,,,,,
