,Gene,Counts,LogFC_Chamb,Adj.P.Val_Chamb,LogFC_Mann_,Adj.P.Val_Mann_,LogFC_Redmo,Adj.P.Val_Redmo,LogFC_Kotov,Adj.P.Val_Kotov,LogFC_Kowal,Adj.P.Val_Kowal,LogFC_Herau,Adj.P.Val_Herau,LogFC_Itoka,Adj.P.Val_Itoka,LogFC_Kim_v,Adj.P.Val_Kim_v,LogFC_Nordd,Adj.P.Val_Nordd,LogFC_Manse,Adj.P.Val_Manse,LogFC_Ali_D,Adj.P.Val_Ali_D,LogFC_Marya,Adj.P.Val_Marya,LogFC_Wahle,Adj.P.Val_Wahle,LogFC_Flach,Adj.P.Val_Flach,LogFC_Young,Adj.P.Val_Young,LogFC_Lazar,Adj.P.Val_Lazar,LogFC_Berse,Adj.P.Val_Berse,LogFC_Grove,Adj.P.Val_Grove,LogFC_Sun_G,Adj.P.Val_Sun_G,LogFC_Kong_,Adj.P.Val_Kong_,LogFC_Kirsc,Adj.P.Val_Kirsc,LogFC_Meng_,Adj.P.Val_Meng_
2464,Ndst3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.654640288,5.09822544827636e-07,,,,,,
2465,Pltp,1,,,,,,,,,,,,,2.01239856279563,0.0004326175887658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,Zfp655,1,,,,,,,,,,,,,,,,,,,-2.2242431699301,6.29586604546547e-09,,,,,,,,,,,,,,,,,,,,,,,,
2467,Mllt11,1,-1.6034153295,0.0272680209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,Dcaf4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.904984186696996,0.0002204015083578,,,,
2469,LOC664787,1,,,,,,,,,,,,,,,,,1.0457868687,0.0183326336,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,Lsm11,1,,,,,,,,,,,,,,,,,,,,,,,-1.2641429694,0.000250131,,,,,,,,,,,,,,,,,,,,
2471,Flad1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5219431932,0.045183667,,,,,,,,,,
2472,Smarca4,1,,,,,,,,,,,,,0.410585063938808,0.0014558668566631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,Sec63,1,0.4498265261,0.0283778045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,Gm37527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2877717272,4.38271850434085e-09,,,,,,
2475,Ptdss1,1,1.3924166134,0.0082467142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476,Pigm,1,,,,,,,,,,,,,,,,,,,-1.69023893169273,0.000364697949472,,,,,,,,,,,,,,,,,,,,,,,,
2477,Igfbp5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0115882079,2.19320274769856e-06,,,,,,
2478,Izumo1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34429539175163,0.0005591497013184,,,,
2479,Rrp8,1,2.2312213036,0.0140619128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,Akirin1-ps,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3419961358,1.37138920644852e-06,,,,,,
2481,Tigd5,1,,,,,,,,,,,,,-1.09123542988408,0.0022489861395326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482,Chmp6,1,-2.007369689,0.0262471437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,Tmem246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7024377825,4.15084823942749e-05,,,,,,
2484,Abca13,1,,,,,,,,,,,,,,,,,,,,,,,-7.6088295546,0.0014207727,,,,,,,,,,,,,,,,,,,,
2485,Btg1,1,,,,,,,,,,,,,,,,,,,-1.74389135760135,5.57251471687821e-06,,,,,,,,,,,,,,,,,,,,,,,,
2486,Hmgn1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883429311800254,8.77268390989794e-05,,,,
2487,Gyltl1b,1,,,,,,,,,,,,,1.10516338963534,1.22298275826423e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,Zbtb7a,1,,,,,,,,,,,,,,,,,-1.3865374632,0.0388017175,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,2010107E04Rik,1,,,,,,,,,,,,,0.585563425175227,0.0014315792671547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490,5830411J07Rik,1,-0.4389540191,0.0227496706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,Rnaset2b,1,,,,,,,,,,,0.39860691795121,4.902535132701151e-279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,Kti12,1,,,,,,,,,0.2521031402,0.0017137519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,Mtx1,1,-1.7876465038,0.0181789952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,Glrb,1,-0.3441182374,0.0256395156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,Irgq,1,,,,,,,,,,,,,,,,,,,,,,,-1.0121655515,0.0009450095,,,,,,,,,,,,,,,,,,,,
2496,Gm42047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1201103886,3.6361817692142e-09,,,,,,
2497,Serf2,1,-1.8552968655,0.0253405128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,Eif4b,1,0.9254152621,0.0279327126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,Bola2,1,-2.3969067074,0.0278474062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,Acvr2b,1,-2.2982865855,0.0082467142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,Tent5a,1,,,,,,,,,,,,,,,-2.59452770266226,2.39189044735354e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503,Hepacam2,1,,,,,,,6.22264375139414,1.35975447469885e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,Traf6,1,1.5135241763,0.0086433728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,Notch1,1,,,,,,,,,,,,,,,,,,,,,,,-0.9356203363,0.0003413551,,,,,,,,,,,,,,,,,,,,
2506,Sumo3,1,,,,,,,,,,,,,1.23716791100554,0.0001259943773073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,Lamp1,1,,,,,,,,,,,,,,,,,,,,,,,-1.2396273534,0.0006801042,,,,,,,,,,,,,,,,,,,,
2508,Tut4,1,,,,,,,,,,,,,,,,,,,,,,,-0.7083789023,0.0020504306,,,,,,,,,,,,,,,,,,,,
2509,Akap9,1,,,,,,,,,,,,,1.04773082790576,9.37848297796218e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,Gm17638,1,,,,,,,,,,,,,,,,,,,,,,,-2.1161304565,0.0006111115,,,,,,,,,,,,,,,,,,,,
2511,Abcc5,1,,,,,,,0.600626031125495,4.75433810222292e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,Zfp36l2,1,,,,,,,,,,,,,,,,,,,,,,,-0.9647316732,0.0001085374,,,,,,,,,,,,,,,,,,,,
2513,Edem1,1,,,,,,,-1.32077892165623,3.79956697510945e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514,Eif3j2,1,,,,,,,,,,,,,,,,,-2.0616498317,0.001920659,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,Vamp3,1,,,,,,,,,,,,,,,,,,,-1.34069651976215,8.19307327917563e-05,,,,,,,,,,,,,,,,,,,,,,,,
2516,Gm42822,1,,,,,,,,,,,,,,,,,,,-7.68119768166634,0.0004944981771713,,,,,,,,,,,,,,,,,,,,,,,,
2517,Slamf8,1,,,,,,,,,,,,,,,,,,,4.67798897571965,0.0002188850215101,,,,,,,,,,,,,,,,,,,,,,,,
2518,Rad23b,1,2.0751031506,0.0170155771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520,Trim13,1,,,,,,,,,-0.2995289241,1.76474267098401e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,Klk13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6470791417,5.95685832469465e-07,,,,,,
2522,Rab8b,1,,,,,,,,,,,,,,,,,,,-1.8932612949851,8.25386396916395e-07,,,,,,,,,,,,,,,,,,,,,,,,
2523,Vmac,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99086169040465,0.0003784041311859,,,,
2524,Slc2a13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4412062979,1.05444917969208e-05,,,,,,
2525,Ifi44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6229215639,9.94639989321759e-06,,,,,,
2526,Rpl34,1,,,,,,,,,,,,,0.745716515597403,5.75401946090505e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527,Mapk1ip1l,1,,,,,,,,,,,,,,,,,,,-1.5968697865855,7.91463424623711e-05,,,,,,,,,,,,,,,,,,,,,,,,
2528,Olfm1,1,,,,,,,,,,,,,2.23485903135611,8.72023583264826e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,Sdc2,1,,,,,,,,,,,,,,,,,0.7150462882,0.0437585503,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,Agrp,1,,,,,,,,,,,,,,,-0.329644531097683,4.44903962933837e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531,Ighv1-7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.806784333,6.9455405292608e-09,,,,,,
2532,Selenow,1,,,,,,,,,,,,,,,0.619244765058721,1.50130149192723e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533,Fbxl3,1,,,,,,,,,,,,,,,,,,,-1.69877808777028,5.6875538972577e-05,,,,,,,,,,,,,,,,,,,,,,,,
2534,Wnt6,1,,,,,,,-3.63806971088254,0.0009071650638527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,Psat1,1,1.3001571376,0.0247864243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536,Mfsd8,1,,,,,,,0.740493160264842,0.000121752677642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,Abhd13,1,,,,,,,,,,,,,,,,,,,,,,,-0.8533990726,0.0033714812,,,,,,,,,,,,,,,,,,,,
2538,Gm45774,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0369857666,3.5846033152331e-09,,,,,,
2539,Col11a1,1,,,,,,,,,,,,,,,,,,,,,,,7.2313169989,0.0003715325,,,,,,,,,,,,,,,,,,,,
2540,Eed,1,,,,,,,,,,,,,,,,,-0.5360021489,0.0486006211,,,,,,,,,,,,,,,,,,,,,,,,,,
2541,Sspo,1,,,,,,,,,,,,,,,,,,,,,,,-4.7328915179,0.0002009719,,,,,,,,,,,,,,,,,,,,
2542,Uhmk1,1,,,,,,,,,,,,,,,,,,,,,,,-0.8483491575,0.0003710624,,,,,,,,,,,,,,,,,,,,
2543,Ptk2,1,-0.5782230314,0.0196017231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,Retnlg,1,,,,,,,-3.61943070675711,0.0003552922329594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,Gm19994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.134589258,0.000155401,,,,,,,,,,,,
2546,Cxcl11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2017423826,7.74279113896436e-07,,,,,,
2547,Chn1,1,,,,,,,,,,,,,1.62045398679221,0.0003935664165333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,Tmem140,1,,,,,,,0.81087812066438,2.6255155106919e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,Ccl5,1,,,,,,,,,,,,,,,,,,,,,,,-3.9653878233,0.0006740135,,,,,,,,,,,,,,,,,,,,
2550,Ptpn9,1,0.4114146986,0.0226520776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,Spag17,1,,,,,,,3.99894384850578,0.0004959683666178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552,Kctd20,1,1.7372309973,0.0264187949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,Cggbp1,1,,,,,,,,,,,,,,,,,,,-1.65062399924278,3.31521770258307e-07,,,,,,,,,,,,,,,,,,,,,,,,
2554,Mettl22,1,,,,,,,,,-0.2638835858,9.96123118184204e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555,Zfp850,1,,,,,,,1.36472963424369,0.0009708025454388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2556,Tpt1-ps3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5558211793,8.22230513578923e-05,,,,,,
2557,Vps16,1,-1.517685532,0.0256267195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,Cux1,1,,,,,,,,,,,,,,,,,,,-1.12286157051236,0.0005015359152944,,,,,,,,,,,,,,,,,,,,,,,,
2559,Golph3l,1,1.7035997105,0.0162046774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2560,Tie1,1,,,,,,,,,,,,,,,0.464423528365213,0.0006987254465211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,Stard3,1,,,,,,,,,-0.3645986661,9.55741269293262e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,4930593A02Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7414356571,4.5129982124001e-05,,,,,,
2563,Rpl10-ps3,1,,,,,,,,,,,0.999265026496741,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,Matn2,1,-0.3895858135,0.0266652464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,Arl6ip1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36261722956891,1.51932989860601e-05,,,,
2566,Gm37472,1,,,,,,,,,,,,,,,,,,,,,,,-4.2002495421,0.0040227902,,,,,,,,,,,,,,,,,,,,
2567,Aldh1l1,1,,,,,,,,,,,,,,,,,,,,,,,0.6587514069,6.05699947848325e-05,,,,,,,,,,,,,,,,,,,,
2568,Mss51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67750748817521,2.37911185144948e-05,,,,
2569,Dag1,1,0.9198468067,0.0217794875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,Elovl6,1,0.5879133873,0.0204223604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,Hspa4,1,,,,,,,,,,,,,,,,,,,-1.76057229577775,1.26470325256533e-07,,,,,,,,,,,,,,,,,,,,,,,,
2572,Zbtb17,1,-1.7782375003,0.0188468131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,Skap2,1,2.3314955881,0.0187457968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,Sumo1,1,1.0606570563,0.0200965406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,Gm48438,1,,,,,,,,,,,,,,,,,,,7.40948498941237,0.0005729856481859,,,,,,,,,,,,,,,,,,,,,,,,
2576,Gm8444,1,,,,,,,,,,,0.520761955966431,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,Ddx27,1,-2.5598830313,0.0250161158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,Gm37336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5737809283,2.82596325329597e-05,,,,,,
2579,Hist1h2an,1,,,,,,,,,,,,,0.76892296264845,0.0002003722765728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,Fyttd1,1,0.8135553071,0.0285346381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,Tet1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4721425211,0.0413707862,,,,,,,,,,
2582,Sh3rf1,1,,,,,,,,,,,,,,,,,,,,,,,0.8699734387,0.0026397567,,,,,,,,,,,,,,,,,,,,
2583,Gm17641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8367529663,6.37519223884935e-05,,,,,,
2584,Hip1r,1,-1.7561092636,0.0196017231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,Sulf1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0569424249,3.57565920026457e-06,,,,,,
2586,Csnk2b,1,1.8430927268,0.0287619153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,Trbv4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0027903557,0.0342881193,,,,,,,,,,
2588,Rpl29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.608090909333336,0.0480391115096049,,,,,,,,,,,,,,,,
2589,Gm47665,1,,,,,,,,,,,,,,,,,,,-8.394020515582,0.0001098537339516,,,,,,,,,,,,,,,,,,,,,,,,
2590,Pank1,1,,,,,,,,,,,,,,,,,-0.8116246862,0.0143024939,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,Arv1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04600855439049,0.0010419387322783,,,,
2593,Capza2,1,1.2998196234,0.0256395156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,Gm43914,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5475613811,7.69506248088676e-06,,,,,,
2595,Gm44752,1,,,,,,,,,,,,,,,,,,,,,,,-6.3200617269,0.0004727257,,,,,,,,,,,,,,,,,,,,
2596,Fam171b,1,,,,,,,,,,,,,-0.750009427959859,0.0038204362951057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,Sgpp2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7370597712,2.56024422452181e-05,,,,,,
2598,Lax1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.724807661221087,0.0013139937405916,,,,
2599,Rqcd1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5892561101809,1.13607884861541e-06
2600,Gm48230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7834228735,3.1996848176969e-05,,,,,,,,,,,,
2601,Gm49369,1,,,,,,,-7.92123866539243,7.00072495016875e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,Zdhhc17,1,,,,,,,,,,,,,,,,,0.7382415056,0.0497227778,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,Pxn,1,-0.9849185761,0.012457772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,Ccnt1,1,,,,,,,,,,,,,,,,,,,-1.91777558479654,5.47248880916583e-07,,,,,,,,,,,,,,,,,,,,,,,,
2605,Srsf9,1,0.7901977356,0.0296749364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,Sgce,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.927812535841669,0.0403792964136672,,,,,,,,,,,,,,,,
2607,Alkbh7,1,,,,,,,,,,,,,,,,,,,2.07230181452243,8.8424968853818e-05,,,,,,,,,,,,,,,,,,,,,,,,
2608,Fam58b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47197691430199,1.64381421382985e-06,,,,
2609,Mospd3,1,,,,,,,-0.560992147801066,0.0014884460967179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,Dhrs9,1,,,,,,,,,,,,,,,,,,,,,,,-8.803682954,1.91479667511514e-06,,,,,,,,,,,,,,,,,,,,
2611,mt-Nd4l,1,,,,,,,,,,,0.287730770702278,1.48683727643049e-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,Rab44,1,,,,,,,,,,,,,1.43839615697033,0.0009104333294171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,Hook2,1,-1.9253736824,0.0217794875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,Arl4a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10441505131391,0.0014099054617327,,,,
2615,Ank1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7217739311,7.407912128728609e-11,,,,,,
2616,Cul2,1,,,,,,,0.550284095981418,0.0012039929696403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,Cx3cr1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5714606503,7.13005022471588e-05,,,,,,
2618,Colca2,1,,,,,,,,,,,,,,,,,,,,,,,-1.675630134,5.64287867950723e-05,,,,,,,,,,,,,,,,,,,,
2619,Chit1,1,,,,,,,,,,,,,,,,,,,,,,,-8.3864980364,0.00089304,,,,,,,,,,,,,,,,,,,,
2620,Sp3,1,,,,,,,,,,,,,,,,,,,-1.67696833747785,1.23762775596011e-05,,,,,,,,,,,,,,,,,,,,,,,,
2621,Sntb2,1,,,,,,,,,,,,,,,,,,,,,,,-3.281435673,7.66362412844442e-06,,,,,,,,,,,,,,,,,,,,
2622,Cryba4,1,,,,,,,-4.39884095394979,0.00166560614646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,Tapbpl,1,,,,,,,,,,,,,,,0.836059517641044,0.0003382467697329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,Hspb8,1,,,,,,,,,,,,,0.933760308985293,0.0020773328830477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,Snrpg,1,,,,,,,,,,,0.403231019621697,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,Pnp,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801532455667401,0.0002262734018223,,,,
2627,Tac2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2681323656,2.18399150580266e-06,,,,,,
2628,Gaa,1,,,,,,,,,,,,,,,0.540460974680897,0.0002354841257031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,Col2a1,1,,,,,,,4.28726803408431,0.0019659651999723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,Samd12,1,,,,,,,,,,,,,,,-0.78930545533792,0.0001936820251142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,Magee2,1,,,,,,,3.50942549353339,0.000838577935904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Faf1,1,,,,,,,,,,,,,,,,,,,,,,,-1.1288747628,0.0014723502,,,,,,,,,,,,,,,,,,,,
2633,Ankrd44,1,2.0797591008,0.0302947339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,Adam8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45586357153675,0.0001913112621717,,,,,,,,,,,,,,
2635,Bcor,1,,,,,,,,,,,,,,,,,,,-1.60848323439929,0.0003518867142648,,,,,,,,,,,,,,,,,,,,,,,,
2636,Sptlc2,1,,,,,,,,,,,,,,,,,,,,,,,0.4558133889,0.0009250007,,,,,,,,,,,,,,,,,,,,
2637,Twist1,1,1.2027809369,0.0294987218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,3010003L21Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.904127690016666,0.0435242745119794,,,,,,,,,,,,,,,,
2639,Gm12827,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.061344011,1.48269828648736e-05,,,,,,
2640,Zpr1,1,-1.1221303494,0.0214543824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,Ighv3-3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22946306,0.0001191126,,,,,,,,,,,,
2642,Anxa1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20133785510208,9.16909632861953e-06
2643,Spag9,1,,,,,,,,,,,,,,,,,,,-1.7309312417747,1.09944117442635e-05,,,,,,,,,,,,,,,,,,,,,,,,
2644,Sik2,1,,,,,,,,,,,,,,,,,,,,,,,-1.01828614,0.0001016299,,,,,,,,,,,,,,,,,,,,
2645,Igkv4-91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2050260238,3.6745481869477e-07,,,,,,
2646,Trim30e-ps1,1,,,,,,,-2.79967937554204,0.0006170715878121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,Nisch,1,-1.6484922938,0.0218956612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,Srsf5,1,,,,,,,,,,,,,-0.373621291898362,0.0019944643418783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,Tnni2,1,,,,,,,,,,,,,,,,,,,,,,,-2.534770483,2.79990512259251e-05,,,,,,,,,,,,,,,,,,,,
2650,Gm5533,1,,,,,,,,,,,,,,,,,,,8.97897190283262,1.76146576112902e-07,,,,,,,,,,,,,,,,,,,,,,,,
2651,Prpf40b,1,-2.2513531103,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,Kcnj1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0316250674,8.7421856940597e-06,,,,,,
2653,Gpbp1,1,1.9902697488,0.019717319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,Fbxw17,1,,,,,,,0.648608728004558,0.0015809470147573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,Ifrd1,1,,,,,,,,,,,,,,,,,0.9614244546,0.0199317097,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,Potefam3a,1,,,,,,,5.13216975243458,0.0017231710055281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,Gm37352,1,,,,,,,,,,,,,,,,,,,-2.95392260249761,7.89528473496847e-05,,,,,,,,,,,,,,,,,,,,,,,,
2658,Gm43254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2151473868,0.0001302547,,,,,,,,,,,,
