,Gene,Counts,LogFC_Cha,Adj.P.Val_Cha,LogFC_Man,Adj.P.Val_Man,LogFC_Kot,Adj.P.Val_Kot,LogFC_Kow,Adj.P.Val_Kow,LogFC_Her,Adj.P.Val_Her,LogFC_Nor,Adj.P.Val_Nor,LogFC_Ito,Adj.P.Val_Ito,LogFC_Man,Adj.P.Val_Man,LogFC_Red,Adj.P.Val_Red,LogFC_Mar,Adj.P.Val_Mar,LogFC_Wah,Adj.P.Val_Wah,LogFC_Fla,Adj.P.Val_Fla,LogFC_Ali,Adj.P.Val_Ali,LogFC_Laz,Adj.P.Val_Laz,LogFC_YoT,Adj.P.Val_YoT,LogFC_Ber,Adj.P.Val_Ber,LogFC_Gro,Adj.P.Val_Gro,LogFC_Rop,Adj.P.Val_Rop,LogFC_Sun,Adj.P.Val_Sun,LogFC_Deq,Adj.P.Val_Deq,LogFC_Kon,Adj.P.Val_Kon,LogFC_Kir,Adj.P.Val_Kir,LogFC_Men,Adj.P.Val_Men,LogFC_von,Adj.P.Val_von
5919,Aldh16a1,1,,,,,,,-0.2835291616,3.06002887237511e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,Adcy7,1,,,,,,,,,,,,,,,,,,,-0.4154791445,0.0021418952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,Kcnq1ot1,1,,,,,,,,,,,,,0.721810851280876,0.0014761149344938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,Slc29a3,1,,,,,,,,,,,,,,,,,,,,,-0.9348491201,0.0216814854,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,Tfg,1,1.3168567834,0.0224062246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,Dhx57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52946236530335,4.729362815777541e-09,,,,,,,,,,,,
5925,Igkv14-111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7112322701,6.87998222748663e-08,,,,,,,,,,
5926,Hoxc6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96299216002949,0.0013547907208279,,,,,,
5927,Eif3f,1,,,,,,,,,,,,,,,,,,,-0.705870723,0.0010355137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,Atf4,1,,,,,-0.731109601732506,0.000211650037077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,Nono,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.250270249839815,8.54454201247826e-70,,,,,,,,,,,,,,,,,,,,,,
5930,Cep164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.49657712475827,1.4387714474357401e-09,,,,,,,,,,,,
5931,Gdf3,1,,,,,,,,,,,,,,,,,,,-0.9120925871,3.30497341837894e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,Car2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739153819670448,0.000943182154432,,
5933,4831440D22Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.74597057612853,5.16128147580553e-08,,,,,,,,,,,,
5934,Ceacam2,1,,,,,,,,,,,,,-6.9780634634786,2.00199684059338e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,Cdk9,1,0.2625149014,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,Tmem65,1,,,,,,,,,,,,,,,-3.27479737112947,8.5821692525481e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937,Srsf10,1,,,,,,,,,,,,,,,,,,,0.3634819147,0.0041969718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,Gm43058,1,,,,,-4.78728938417311,0.0005296882469654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,Lcorl,1,,,,,,,,,,,,,,,,,,,,,-0.8223637131,0.0216814854,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,4921507P07Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6216218133098,3.85989730982675e-07,,,,,,,,,,,,
5941,Psmc3ip,1,,,,,,,-0.3752956698,1.24577904122173e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,Ciart,1,,,,,,,,,,,,,,,-2.61038578736507,0.0002259202610335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5943,LTO1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772333872212334,0.0009440422393578
5944,Ephx2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91733337860416,5.61011964391295e-07,,,,,,,,,,,,
5945,Rassf2,1,,,,,,,,,,,,,-0.530163580846526,8.6927179677211e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946,Atad2,1,,,,,,,,,,,,,,,-1.83843312293415,1.42945999640417e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,H2-Q4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475009574033992,5.63995086038159e-08
5948,Ubap2l,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.50254814851795,0.0002439339549565,,
5949,Gm4841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30081808828729,3.648432007197e-08,,,,,,,,,,,,
5950,Gm37266,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3714351841,1.18041986475037e-12,,,,,,,,,,
5951,Gm15013,1,,,,,,,,,0.487766457375405,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,Ubr5,1,,,,,-0.580809391060419,0.0006721716614737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,Ankrd22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97791327189344,0.0010473810059351,,,,,,
5954,Lrig1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28418954604622,1.2587135591155e-07,,,,,,,,,,,,
5955,Rictor,1,,,,,,,,,,,0.6821521518,0.0465719519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,Gm44223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4079492162,5.57752462460244e-06,,,,,,,,,,
5957,9430076G02Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.53688553901761,3.19426199859908e-11,,,,,,,,
5958,Ighv1-19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2466611092,1.5212303164316302e-09,,,,,,,,,,
5959,Cx3cr1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5714606503,7.13005022471588e-05,,,,,,,,,,
5960,Lgmn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0987451179,4.43072592971629e-05,,,,,,,,,,
5961,Abhd16a,1,-1.6569724265,0.0187789309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5963,Atg16l1,1,-1.8686064594,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964,Ajuba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64214404853163,3.69181925939871e-07,,,,,,,,,,,,
5965,Arhgap18,1,1.6148264786,0.0287785213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966,Fhl4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4532792440162,0.0001027403227927,,
5967,1810037I17Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.883768627827955,4.31669316919194e-07,,,,,,,,,,,,
5968,3010003L21Rik,1,,,,,,,,,,,,,,,,,,,,,,,-0.904127690016666,0.0435242745119794,,,,,,,,,,,,,,,,,,,,,,,,
5969,Mis18a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81507858714063,0.0006316795775409,,,,,,
5970,Mark2,1,,,,,,,,,,,,,,,,,,,-0.8849729516,0.0001911981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5971,Ica1,1,,,,,0.589359129265453,0.0004044732268361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5972,Desi1,1,0.2860179325,0.025078634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5973,Kcnd3,1,,,,,,,,,,,0.9484833023,0.0486006211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5974,Kirrel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0754114754,6.67230046364047e-05,,,,,,,,,,
5975,Ppp2ca,1,,,,,,,,,,,,,,,,,,,-1.0144616451,0.0014790111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,Akap9,1,,,,,,,,,,,,,1.04773082790576,9.37848297796218e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5977,Elk3,1,0.7290623341,0.0165438129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978,Col11a1,1,,,,,,,,,,,,,,,,,,,7.2313169989,0.0003715325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5979,Rcsd1,1,,,,,,,,,,,,,-0.482000423982218,0.0001228642942575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5980,Zzef1,1,,,,,,,,,,,,,,,,,,,-0.6024839344,0.0010358377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5981,Otulinl,1,,,,,-1.7055031696948,6.08809992040718e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5982,Mt3,1,,,,,,,,,,,,,,,,,,,3.5646263212,0.0040479449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5983,Dus1l,1,-2.0294946705,0.0225905119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5984,Hspa4,1,,,,,,,,,,,,,,,-1.76057229577775,1.26470325256533e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5985,C230057M02Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.182925284,4.01713952274347e-06,,,,,,,,,,
5986,Slc22a23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93256464353376,6.1036926246721e-07,,,,,,,,,,,,
5987,D14Ertd668e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04132286927234,6.2311153676944204e-74,,,,,,,,
5988,Ythdf1,1,1.7685872106,0.0250400461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,D630030B08Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20561072653088,1.7039401970124e-06,,,,,,,,,,,,
5991,Rnf125,1,,,,,,,,,,,,,,,,,0.596919704304313,9.12354875168485e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992,Zbed6,1,-2.329335153,0.0226520776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5993,Pcdhgb7,1,,,,,,,,,,,,,,,-6.6302917600223,0.0002403389585325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5994,Mvd,1,,,,,,,,,,,,,-1.32730552707554,2.29270660874132e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,Gm26873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42851495388011,1.4696346975175e-07,,,,,,,,,,,,
5996,Nmral1,1,,,,,,,-0.3132038129,1.76474267098401e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5997,Gm8428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.96184693423531,4.52432188269924e-06,,,,,,,,,,,,
5998,Gm5113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35315632345237,3.30959525707869e-07,,,,,,,,,,,,
5999,Iars,1,0.6363317245,0.0294987218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,Gm31520,1,,,,,,,,,,,,,,,,,,,6.8209089664,0.0019378274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,Hspa1l,1,,,,,,,,,,,,,3.14195937762162,9.74742429772038e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002,Foxa3,1,,,,,,,,,,,,,-0.564439736052724,0.0028070300680281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,Itgb2l,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.54316848931384,4.08681302057081e-16,,,,,,,,
6004,Cish,1,,,,,-0.603098395805968,0.0002495276505939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,Hist1h1c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.13293120970792,8.189040450002841e-19,,,,,,,,
6006,Kpnb1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1838107267457,8.61672300173361e-08,,,,,,,,,,,,
6007,Rpl9-ps6,1,,,,,,,,,1.00304210070138,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,Gm16759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09777622033031,3.08840170689151e-06,,,,,,,,,,,,
6009,Scn7a,1,-0.3926112486,0.0198149041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,Shisa5,1,,,,,,,,,,,,,,,,,0.563795339768653,9.86635450564122e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,Zfp386,1,,,,,,,,,,,0.7659406265,0.027599681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,Cdc14a,1,,,,,,,,,,,,,,,,,,,,,0.7568759013,0.0412396273,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,C2cd4d,1,,,,,6.4352813445161,0.0008540814025633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,Gm106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89073276968291,2.81074356946122e-266,,,,,,,,
6015,Ndufs8,1,-2.9834270475,0.0218956612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,Pard6g,1,,,,,,,,,,,,,-0.639230104386517,0.0024333119644816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6017,Llgl2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.47982239021977,2.03530253650647e-06,,,,,,,,,,,,
6018,Ppp3cc,1,,,,,1.72426878033388,0.0019430072491222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,HNG_016950,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16577369064312,1.2636268884255e-18,,,,,,,,
6020,Cwf19l2,1,,,,,,,,,,,0.6955371977,0.0439303337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,B9d1,1,,,,,,,,,,,,,,,,,,,1.3232331433,0.0004465364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,Ubxn4,1,-0.7336698575,0.0251719582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,Ildr1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97792372185155,2.65229462125354e-07,,,,,,,,,,,,
6024,Gm7030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.789017595006639,7.83651697100759e-05
6025,Ada,1,,,,,,,-0.3025469166,4.99895491706983e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6026,Acap3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10412410110052,4.14172498431604e-08,,,,,,,,,,,,
6027,Terf1,1,,,,,0.585470433689309,0.0019134114578256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,Knl1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44636460159847,2.24798150039962e-07,,,,,,,,,,,,
6029,Racgap1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58031437526004,0.000551290620911,,
6030,Fcgr4,1,,,,,,,,,,,,,8.98704309271196,9.545342142952339e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,Gipc1,1,,,,,,,0.326050394,1.27016543487741e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,Mmp8,1,,,,,-3.29172619110645,2.46424308631359e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033,Atxn2l,1,,,,,,,,,,,,,,,,,,,-0.5998413571,0.0015850429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6034,AA467197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62597874586014,0.0001274175903443,,,,,,,,,,,,,,,,,,
6035,Gm15342,1,,,,,,,,,,,,,,,-7.9818890212434,0.0001161417143762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,Tut4,1,,,,,,,,,,,,,,,,,,,-0.7083789023,0.0020504306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,Gcnt2,1,,,,,,,,,,,,,-0.597498846240211,9.14322167211694e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6038,Gtf3c4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.51978641057965,1.55987455289008e-08,,,,,,,,,,,,
6039,Aif1l,1,-0.2495884744,0.0266652464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040,Spta1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7056849786,1.76984993357534e-10,,,,,,,,,,
6041,HAG_026576,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.02022221718271,4.5049616808153604e-17,,,,,,,,
6042,Smg6,1,,,,,,,,,,,0.9370293679,0.0245342516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6043,Isg15,1,,,,,,,,,,,,,,,,,,,,,-1.3431500709,0.0377121964,,,,,,,,,,,,,,,,,,,,,,,,,,
6044,Map4k4,1,-1.2516899031,0.0229906251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,Rrn3,1,1.2209745736,0.0272936363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6046,Gm45607,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7673837075669,3.23818874818145e-06,,,,,,,,,,,,
6047,Gm1947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1757060446,6.14557648274837e-05,,,,,,,,,,
6048,Ccnyl1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10157299590678,1.11773180368453e-06,,,,,,,,,,,,
6049,1700095J03Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2338175142,8.84342516688407e-05,,,,,,,,,,
6050,Gimap5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73545538780209,0.000130383136141
6051,4930417H01Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5967327494,5.58265346724695e-05,,,,,,,,,,
6052,Itgb7,1,,,,,,,,,,,,,0.624818819719243,0.0008877370572165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,Ranbp3l,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18320999391515,4.67671251369522e-09,,,,,,,,,,,,
6054,Trip13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50659493073739,7.83143646666559e-05,,,,,,
6055,Gm19757,1,,,,,,,,,,,,,0.952065885869398,2.20058124966037e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,Aopep,1,,,,,0.665457678899887,6.31764957796024e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6057,Mx1,1,,,,,,,,,,,,,,,,,,,,,-1.0275940737,0.0278373801,,,,,,,,,,,,,,,,,,,,,,,,,,
6058,Galns,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.09097266365526,8.23374953742376e-14,,,,,,,,,,,,
6059,H2afz,1,,,,,,,,,,,,,0.496661122713983,3.27482830657061e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,Purb,1,2.594161396,0.0157205078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,A930033H14Rik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54813877002521,0.0008552760309151,,,,,,
6062,Hid1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25502703437574,2.70120423096006e-06
6063,Apol9b,1,,,,,2.66122028830643,1.63848471770387e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6064,Mapk12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73709688235447,2.9926757828701804e-15,,,,,,,,
6065,Zfyve19,1,-0.8506815222,0.0241003161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066,HNG_014798,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85523886882421,6.70698188548904e-49,,,,,,,,
6067,H3c1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0781012972,9.32462939815088e-07,,,,,,,,,,
6068,Sgpp1,1,,,,,,,,,,,,,,,,,,,-1.3317300628,0.0002564278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,Fam91a1,1,,,,,,,,,,,,,,,-2.09915088428476,7.33482144281384e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,Sumo3,1,,,,,,,,,,,,,1.23716791100554,0.0001259943773073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,Edem1,1,,,,,-1.32077892165623,3.79956697510945e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,Zbp1,1,,,,,,,,,,,,,,,,,1.57235125145203,0.0002683862209154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,Gm47139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66803924317591,3.54304332398805e-06,,,,,,,,,,,,
6074,Tmem181c-ps,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3700878863,2.56525304177363e-06,,,,,,,,,,,,,,
6075,Tpst1,1,,,,,,,,,,,,,,,,,,,-0.8629483075,0.0036835386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6076,Trim30d,1,3.2402865068,0.0280394642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,Gm43481,1,,,,,,,,,,,,,,,,,,,-1.1623010636,0.0008750697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6078,Sertad3,1,,,,,,,-0.2615509424,0.0007724112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,Polr1c,1,-0.55130955,0.0168594135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6080,Akap17b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24687302071902,3.32338908124672e-07,,,,,,,,,,,,
6081,Tnn,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2714882985,1.05277801688767e-06,,,,,,,,,,
6082,Gm16201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75292275559018,2.72235638523457e-07,,,,,,,,,,,,
6083,Naa16,1,,,,,,,,,,,-1.0821711573,0.0238522124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6084,Sppl2a,1,1.8269237823,0.0294987218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,Gm5141,1,,,,,,,,,,,,,,,,,,,0.8480343421,0.0032330749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,Amd1,1,,,,,,,,,,,,,5.08157446883183,0.000233110754189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087,Ghitm,1,1.9075284224,0.0082467142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6089,Rps2-ps6,1,,,,,,,,,0.291309310478186,1.50160332801032e-234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6090,Npas3,1,,,,,2.60370305229703,0.00122623029884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6091,Axl,1,,,,,,,,,,,,,,,,,,,-1.0820106664,4.79321397882383e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6092,Gm15928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.82293885665013,1.80798915759408e-06,,,,,,,,,,,,
6093,HNG_017977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29004799836958,7.980578771339969e-42,,,,,,,,
6094,Gm21738,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2244678512,1.49931587916906e-09,,,,,,,,,,
6095,Rpl22l1,1,,,,,,,,,,,,,0.482345230918492,0.0023504114614517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096,Kcns1,1,,,,,,,,,,,,,0.940516478976582,0.0019531284709017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,Topbp1,1,0.5872071104,0.0204223604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,H4c9,1,,,,,-0.834522331733597,0.0015025837555062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,Chrnb1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47290978501378,0.000846105367067,,
6100,Cox15,1,-0.9048138474,0.0206396203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6101,HNG_016889,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66868736656297,1.59699968947172e-48,,,,,,,,
